index	speaker	text	voice_cue	bank_name	subsong_index	subtitle_file	wav_file	metadata_file	script_path	line_no	voice_line_no	acb_path
11	燕	――見つけたぞ、秦谷！\n何を呑気に寝転がっている！？	sud_vo_adv_csprt-3-0079_01_atbm-004	sud_vo_adv_csprt-3-0079_01	4	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0011_sud_vo_adv_csprt-3-0079_01_atbm-004_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0011_sud_vo_adv_csprt-3-0079_01_atbm-004_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0011_sud_vo_adv_csprt-3-0079_01_atbm-004_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	54	55	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
12	燕	何がおはようだ！\nもう放課後だぞ！？	sud_vo_adv_csprt-3-0079_01_atbm-005	sud_vo_adv_csprt-3-0079_01	5	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0012_sud_vo_adv_csprt-3-0079_01_atbm-005_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0012_sud_vo_adv_csprt-3-0079_01_atbm-005_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0012_sud_vo_adv_csprt-3-0079_01_atbm-005_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	74	75	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
13	燕	まさか貴様、生徒会だけならまだしも、\n授業もサボっていたのか？	sud_vo_adv_csprt-3-0079_01_atbm-006	sud_vo_adv_csprt-3-0079_01	6	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0013_sud_vo_adv_csprt-3-0079_01_atbm-006_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0013_sud_vo_adv_csprt-3-0079_01_atbm-006_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0013_sud_vo_adv_csprt-3-0079_01_atbm-006_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	95	90	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
14	燕	何がどうでしょうだ！\n反省の色が見えんぞ！	sud_vo_adv_csprt-3-0079_01_atbm-007	sud_vo_adv_csprt-3-0079_01	7	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0014_sud_vo_adv_csprt-3-0079_01_atbm-007_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0014_sud_vo_adv_csprt-3-0079_01_atbm-007_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0014_sud_vo_adv_csprt-3-0079_01_atbm-007_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	109	110	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
15	燕	会長、貴様は甘すぎるのだ。\n見ろ、秦谷のとぼけた表情を！	sud_vo_adv_csprt-3-0079_01_atbm-008	sud_vo_adv_csprt-3-0079_01	8	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0015_sud_vo_adv_csprt-3-0079_01_atbm-008_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0015_sud_vo_adv_csprt-3-0079_01_atbm-008_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0015_sud_vo_adv_csprt-3-0079_01_atbm-008_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	126	127	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
16	燕	何だと？	sud_vo_adv_csprt-3-0079_01_atbm-009	sud_vo_adv_csprt-3-0079_01	9	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0016_sud_vo_adv_csprt-3-0079_01_atbm-009_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0016_sud_vo_adv_csprt-3-0079_01_atbm-009_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0016_sud_vo_adv_csprt-3-0079_01_atbm-009_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	148	149	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
17	燕	いや待てぇ！　だからと言って、\nサボっていい理由にはならんぞ！	sud_vo_adv_csprt-3-0079_01_atbm-010	sud_vo_adv_csprt-3-0079_01	10	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0017_sud_vo_adv_csprt-3-0079_01_atbm-010_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0017_sud_vo_adv_csprt-3-0079_01_atbm-010_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0017_sud_vo_adv_csprt-3-0079_01_atbm-010_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5234393333/75ddfa6a7a3271d4e21869d62eb863f0	172	173	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/9/5238363939/5d8ae82b54df4e7333acdc6f77e0419a
18	燕	ふぅ、ようやく昼食をとれる……	sud_vo_adv_csprt-3-0098_02_atbm-001	sud_vo_adv_csprt-3-0098_02	7	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0018_sud_vo_adv_csprt-3-0098_02_atbm-001_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0018_sud_vo_adv_csprt-3-0098_02_atbm-001_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0018_sud_vo_adv_csprt-3-0098_02_atbm-001_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	8	15	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
19	燕	（星南は、1年生の藤田と先約が\nあるのだったな……）	sud_vo_adv_csprt-3-0098_02_atbm-002	sud_vo_adv_csprt-3-0098_02	8	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0019_sud_vo_adv_csprt-3-0098_02_atbm-002_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0019_sud_vo_adv_csprt-3-0098_02_atbm-002_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0019_sud_vo_adv_csprt-3-0098_02_atbm-002_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	18	24	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
20	燕	（む、いつもの感覚で、\n作りすぎてしまったか……）	sud_vo_adv_csprt-3-0098_02_atbm-003	sud_vo_adv_csprt-3-0098_02	9	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0020_sud_vo_adv_csprt-3-0098_02_atbm-003_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0020_sud_vo_adv_csprt-3-0098_02_atbm-003_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0020_sud_vo_adv_csprt-3-0098_02_atbm-003_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	25	31	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
21	燕	ん、有村……と、姫崎。\nお前たちも昼食か？	sud_vo_adv_csprt-3-0098_02_atbm-004	sud_vo_adv_csprt-3-0098_02	10	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0021_sud_vo_adv_csprt-3-0098_02_atbm-004_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0021_sud_vo_adv_csprt-3-0098_02_atbm-004_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0021_sud_vo_adv_csprt-3-0098_02_atbm-004_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	52	58	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
22	燕	ああ、ちょうどよかった。\nじつは少し作りすぎてしまってな……	sud_vo_adv_csprt-3-0098_02_atbm-005	sud_vo_adv_csprt-3-0098_02	11	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0022_sud_vo_adv_csprt-3-0098_02_atbm-005_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0022_sud_vo_adv_csprt-3-0098_02_atbm-005_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0022_sud_vo_adv_csprt-3-0098_02_atbm-005_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	71	79	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
23	燕	ふたりとも、遠慮なく食べてくれ。\n黒豆は割と自信作だ。	sud_vo_adv_csprt-3-0098_02_atbm-006	sud_vo_adv_csprt-3-0098_02	12	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0023_sud_vo_adv_csprt-3-0098_02_atbm-006_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0023_sud_vo_adv_csprt-3-0098_02_atbm-006_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0023_sud_vo_adv_csprt-3-0098_02_atbm-006_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	116	120	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
24	燕	料理は厳しく仕込まれたからな。\n姫崎のお弁当は――	sud_vo_adv_csprt-3-0098_02_atbm-007	sud_vo_adv_csprt-3-0098_02	13	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0024_sud_vo_adv_csprt-3-0098_02_atbm-007_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0024_sud_vo_adv_csprt-3-0098_02_atbm-007_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0024_sud_vo_adv_csprt-3-0098_02_atbm-007_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	138	142	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
25	燕	そ、そうか……？\nよくわからんが……	sud_vo_adv_csprt-3-0098_02_atbm-008	sud_vo_adv_csprt-3-0098_02	14	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0025_sud_vo_adv_csprt-3-0098_02_atbm-008_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0025_sud_vo_adv_csprt-3-0098_02_atbm-008_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0025_sud_vo_adv_csprt-3-0098_02_atbm-008_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	172	175	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
26	燕	有村、それだけでは、\n応援団には足りないだろう。\nほら、食べていけ。	sud_vo_adv_csprt-3-0098_02_atbm-009	sud_vo_adv_csprt-3-0098_02	15	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0026_sud_vo_adv_csprt-3-0098_02_atbm-009_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0026_sud_vo_adv_csprt-3-0098_02_atbm-009_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0026_sud_vo_adv_csprt-3-0098_02_atbm-009_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	181	184	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
27	燕	しっかり腹ごしらえをして、\n午後の部も、気合いを入れていくぞ。	sud_vo_adv_csprt-3-0098_02_atbm-010	sud_vo_adv_csprt-3-0098_02	16	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0027_sud_vo_adv_csprt-3-0098_02_atbm-010_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0027_sud_vo_adv_csprt-3-0098_02_atbm-010_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0027_sud_vo_adv_csprt-3-0098_02_atbm-010_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5236353533/2f1510de65cdabe6c8fcc9be8be7f9b3	205	209	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/523132323138/b459eefac2438b2817b6ca6690971868
28	燕	秦谷が素直にレッスンに来るとは、\n珍しいこともあるものだ。	sud_vo_adv_csprt-3-0079_02_atbm-001	sud_vo_adv_csprt-3-0079_02	1	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0028_sud_vo_adv_csprt-3-0079_02_atbm-001_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0028_sud_vo_adv_csprt-3-0079_02_atbm-001_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0028_sud_vo_adv_csprt-3-0079_02_atbm-001_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5235303333/1ea65a47a56309f0fdf32b10970f2025	4	5	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523131363335/d66ef3bca4d27346f402d5eef8168d42
29	燕	いちいち突っ込んでいたらキリがない。\nさっそくレッスンを始めるぞ。	sud_vo_adv_csprt-3-0079_02_atbm-002	sud_vo_adv_csprt-3-0079_02	2	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0029_sud_vo_adv_csprt-3-0079_02_atbm-002_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0029_sud_vo_adv_csprt-3-0079_02_atbm-002_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0029_sud_vo_adv_csprt-3-0079_02_atbm-002_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5235303333/1ea65a47a56309f0fdf32b10970f2025	33	34	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523131363335/d66ef3bca4d27346f402d5eef8168d42
30	燕	フン、素行はさておき、\n実力は確かだな。	sud_vo_adv_csprt-3-0079_02_atbm-003	sud_vo_adv_csprt-3-0079_02	3	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0030_sud_vo_adv_csprt-3-0079_02_atbm-003_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0030_sud_vo_adv_csprt-3-0079_02_atbm-003_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0030_sud_vo_adv_csprt-3-0079_02_atbm-003_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5235303333/1ea65a47a56309f0fdf32b10970f2025	44	45	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523131363335/d66ef3bca4d27346f402d5eef8168d42
31	燕	待て、会長。それは1年生に求める\nレベルじゃないだろう。	sud_vo_adv_csprt-3-0079_02_atbm-004	sud_vo_adv_csprt-3-0079_02	4	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0031_sud_vo_adv_csprt-3-0079_02_atbm-004_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0031_sud_vo_adv_csprt-3-0079_02_atbm-004_02_voice.wav	C:\Repositories\GakumasuVoice\output\tsubame\20260715_014559_limit100\items\0031_sud_vo_adv_csprt-3-0079_02_atbm-004_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5235303333/1ea65a47a56309f0fdf32b10970f2025	79	80	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/5/523131363335/d66ef3bca4d27346f402d5eef8168d42
