index	speaker	text	voice_cue	bank_name	subsong_index	subtitle_file	wav_file	metadata_file	script_path	line_no	voice_line_no	acb_path
11	麻央	……やっ――やったぁ！！\nボク、がんばりましたっ！	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-007	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	7	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0011_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-007_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0011_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-007_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0011_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-007_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	49	50	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
12	麻央	……ふふっ、なるほど。\nたしかに、気分がいいですね。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-008	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	8	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0012_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-008_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0012_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-008_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0012_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-008_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	56	57	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
13	麻央	感情を素直に表現するのが\nかっこ悪いなんて、思い込みでした。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-009	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	9	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0013_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-009_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0013_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-009_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0013_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-009_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	60	61	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
14	麻央	ありがとうございます、\nプロデューサー。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-010	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	10	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0014_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-010_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0014_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-010_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0014_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-010_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	65	66	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
15	麻央	ライブ、楽しんできますね！	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-011	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	11	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0015_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-011_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0015_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-011_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0015_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-011_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	68	69	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
16	麻央	……え？　な、なにが？	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-012	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	12	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0016_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-012_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0016_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-012_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0016_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-012_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	74	75	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
17	麻央	……そ、そうなんでしょうか。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-013	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	13	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0017_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-013_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0017_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-013_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0017_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-013_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	79	80	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
18	麻央	……ありがとうございます。\nプロデューサーのおかげで、	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-014	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	14	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0018_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-014_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0018_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-014_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0018_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-014_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	86	87	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
19	麻央	ボクは、嫌いだった自分のことを\n受け入れて、好きになれました。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-015	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	15	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0019_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-015_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0019_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-015_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0019_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-015_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	88	91	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
20	麻央	ライブ、期待していてください。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-016	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	16	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0020_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-016_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0020_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-016_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0020_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-016_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	94	95	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
21	麻央	もっと可愛い、\nボクを見せてあげますから。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-017	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	17	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0021_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-017_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0021_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-017_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0021_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-017_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	97	98	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
22	麻央	……そう、ですね。\nこれはまだ最初の一歩。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-018	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	18	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0022_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-018_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0022_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-018_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0022_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-018_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	109	110	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
23	麻央	ボクの憧れた輝く星は――\nずっと遠い果てにある。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-019	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	19	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0023_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-019_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0023_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-019_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0023_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-019_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	114	115	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
24	麻央	プロデューサー、\nありがとうございました。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-020	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	20	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0024_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-020_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0024_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-020_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0024_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-020_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	119	120	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
25	麻央	そして、あらためて、\nよろしくお願いします！	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-021	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	21	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0025_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-021_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0025_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-021_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0025_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-021_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	121	124	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
26	麻央	次の一歩は、ライブですね。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-022	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	22	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0026_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-022_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0026_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-022_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0026_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-022_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	129	130	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
27	麻央	ここから一気に駆け上がります。\n見ていてください、プロデューサー。	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-023	sud_vo_adv_pstory_001_amao_after-audition-final-normal-01	23	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0027_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-023_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0027_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-023_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0027_sud_vo_adv_pstory_001_amao_after-audition-final-normal-01_amao-023_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5233343633/538c10a1b81f9c4505faebec06876427	132	133	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/8/5236393938/6da97c70ad3b42b25479456e5277ffae
28	麻央	キミ、ちょっといいかな。	sud_vo_adv_cidol-ttmr-3-000_02_amao-001	sud_vo_adv_cidol-ttmr-3-000_02	1	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0028_sud_vo_adv_cidol-ttmr-3-000_02_amao-001_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0028_sud_vo_adv_cidol-ttmr-3-000_02_amao-001_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0028_sud_vo_adv_cidol-ttmr-3-000_02_amao-001_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	13	14	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
29	麻央	寮生たちから相談されたんだよ。\n少し奇妙な話なんだけど……	sud_vo_adv_cidol-ttmr-3-000_02_amao-002	sud_vo_adv_cidol-ttmr-3-000_02	2	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0029_sud_vo_adv_cidol-ttmr-3-000_02_amao-002_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0029_sud_vo_adv_cidol-ttmr-3-000_02_amao-002_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0029_sud_vo_adv_cidol-ttmr-3-000_02_amao-002_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	31	32	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
30	麻央	夜になると、どこからともなく\n歌が聞こえてくるって。	sud_vo_adv_cidol-ttmr-3-000_02_amao-003	sud_vo_adv_cidol-ttmr-3-000_02	3	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0030_sud_vo_adv_cidol-ttmr-3-000_02_amao-003_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0030_sud_vo_adv_cidol-ttmr-3-000_02_amao-003_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0030_sud_vo_adv_cidol-ttmr-3-000_02_amao-003_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	37	38	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
